Geschlecht,Familienstand,Alter,Kinder,Bildungsstand,Beruf,Jahresgehalt,Immobilienbesitz,Versicherungstarif
maennlich,verheiratet,54,0,Bachelor,angestellt,88640,Eigentumswohnung,Tarif A
weiblich,verheiratet,26,2,Lehre,angestellt,81320,keiner,Tarif A
maennlich,verwitwet,36,0,Lehre,arbeitend,25900,keiner,Tarif B
weiblich,verheiratet,29,2,Lehre,kein,9100,keiner,Tarif A
weiblich,ledig,31,0,Master,angestellt,82520,Einfamilienhaus,Tarif B
weiblich,geschieden,49,0,Lehre,selbständig,31800,keiner,Tarif B
maennlich,ledig,25,0,Bachelor,selbständig,92300,Einfamilienhaus,Tarif A
weiblich,geschieden,53,0,Lehre,selbständig,104700,Einfamilienhaus,Tarif B
weiblich,verheiratet,75,0,Bachelor,im Ruhestand,44400,Eigentumswohnung,Tarif C
weiblich,ledig,16,0,Realschule,kein,0,keiner,ablehnen
maennlich,ledig,36,0,Bachelor,angestellt,80000,keiner,Tarif A
maennlich,ledig,17,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,8,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,23,2,Bachelor,angestellt,59475,Eigentumswohnung,Tarif A
weiblich,ledig,14,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,11,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,24,0,Abitur,kein,8600,keiner,Tarif C
weiblich,verheiratet,49,0,Master,angestellt,107010,Einfamilienhaus,Tarif A
maennlich,ledig,27,0,Master,arbeitend,27360,Eigentumswohnung,Tarif B
weiblich,geschieden,50,1,Hauptschule,kein,9300,keiner,Tarif B
weiblich,verwitwet,65,1,Realschule,arbeitend,34075,Eigentumswohnung,Tarif B
weiblich,verheiratet,41,4,Lehre,kein,9500,keiner,Tarif A
weiblich,verwitwet,56,0,Realschule,kein,8800,keiner,Tarif C
maennlich,ledig,15,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,20,0,Bachelor,angestellt,38600,keiner,Tarif B
weiblich,verwitwet,96,0,Bachelor,im Ruhestand,30900,keiner,Tarif D
weiblich,ledig,42,0,Hauptschule,selbständig,65500,keiner,Tarif B
weiblich,verheiratet,23,1,Bachelor,angestellt,81375,Eigentumswohnung,Tarif A
maennlich,verheiratet,24,0,Lehre,arbeitend,28140,keiner,Tarif B
weiblich,verwitwet,87,0,Realschule,im Ruhestand,27800,keiner,Tarif D
maennlich,verheiratet,58,0,Bachelor,angestellt,59900,Einfamilienhaus,Tarif A
maennlich,ledig,11,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,22,3,Keine,kein,8500,keiner,Tarif A
weiblich,ledig,10,0,Keine,kein,0,Einfamilienhaus,ablehnen
weiblich,ledig,23,0,Abitur,kein,9100,keiner,Tarif C
maennlich,ledig,62,0,Bachelor,angestellt,135770,Villa,Tarif B
weiblich,verheiratet,56,1,Bachelor,angestellt,98900,Eigentumswohnung,Tarif A
maennlich,verwitwet,54,0,Bachelor,angestellt,52080,keiner,Tarif B
maennlich,verheiratet,39,1,Bachelor,verbeamtet,83590,Einfamilienhaus,Tarif A
maennlich,ledig,50,0,Bachelor,verbeamtet,75900,keiner,Tarif A
weiblich,geschieden,50,0,Bachelor,kein,10000,keiner,Tarif C
maennlich,ledig,20,0,Bachelor,kein,10000,keiner,Tarif C
weiblich,ledig,6,0,Keine,kein,0,keiner,ablehnen
maennlich,verheiratet,29,0,Master,kein,9300,keiner,Tarif B
maennlich,verheiratet,30,0,Lehre,angestellt,91550,Eigentumswohnung,Tarif A
maennlich,geschieden,44,2,Lehre,kein,8500,keiner,Tarif B
weiblich,ledig,69,0,Bachelor,selbständig,58300,Einfamilienhaus,Tarif C
maennlich,verheiratet,59,1,Lehre,kein,9600,keiner,Tarif A
weiblich,geschieden,66,0,Bachelor,im Ruhestand,32600,keiner,Tarif D
maennlich,ledig,18,0,Keine,kein,0,keiner,Tarif C
maennlich,ledig,20,0,Master,arbeitend,23100,keiner,Tarif B
maennlich,ledig,61,0,Lehre,kein,9200,keiner,Tarif C
maennlich,ledig,21,0,Bachelor,angestellt,91470,keiner,Tarif B
weiblich,ledig,8,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,21,0,Bachelor,selbständig,42500,keiner,Tarif B
weiblich,verwitwet,31,4,Lehre,arbeitend,26625,Eigentumswohnung,Tarif A
weiblich,ledig,59,0,Bachelor,kein,9600,keiner,Tarif C
weiblich,geschieden,52,0,Lehre,arbeitend,26040,keiner,Tarif B
weiblich,verheiratet,45,0,Bachelor,angestellt,84150,keiner,Tarif A
weiblich,verheiratet,68,0,Lehre,selbständig,93000,Eigentumswohnung,Tarif A
weiblich,verheiratet,59,0,Bachelor,angestellt,118080,Eigentumswohnung,Tarif A
maennlich,ledig,11,0,Keine,kein,0,keiner,ablehnen
maennlich,geschieden,50,0,Realschule,selbständig,54000,Einfamilienhaus,Tarif B
weiblich,verheiratet,61,1,Bachelor,angestellt,106175,Villa,Tarif A
maennlich,geschieden,40,3,Bachelor,angestellt,62200,Eigentumswohnung,Tarif A
maennlich,geschieden,34,0,Master,selbständig,42600,Eigentumswohnung,Tarif B
weiblich,ledig,60,0,Master,verbeamtet,102700,Eigentumswohnung,Tarif B
weiblich,geschieden,54,0,Bachelor,verbeamtet,73470,keiner,Tarif B
weiblich,verheiratet,59,0,Bachelor,arbeitend,34800,Eigentumswohnung,Tarif B
maennlich,geschieden,31,2,Bachelor,angestellt,60420,keiner,Tarif A
weiblich,verwitwet,39,1,Lehre,kein,9100,keiner,Tarif B
weiblich,verheiratet,58,1,Bachelor,verbeamtet,78460,Eigentumswohnung,Tarif A
weiblich,ledig,17,0,Realschule,arbeitend,0,keiner,ablehnen
maennlich,verheiratet,57,0,Bachelor,angestellt,84030,keiner,Tarif A
maennlich,verheiratet,29,1,Master,angestellt,41560,Einfamilienhaus,Tarif A
weiblich,ledig,83,0,Bachelor,im Ruhestand,31700,keiner,Tarif D
maennlich,ledig,9,0,Keine,kein,0,keiner,ablehnen
maennlich,verheiratet,37,7,Realschule,arbeitend,30130,Eigentumswohnung,Tarif A
maennlich,verheiratet,51,0,Lehre,selbständig,57500,Eigentumswohnung,Tarif A
weiblich,verheiratet,54,0,Bachelor,angestellt,130120,Einfamilienhaus,Tarif A
weiblich,verheiratet,55,0,Master,selbständig,73400,keiner,Tarif B
weiblich,verwitwet,34,0,Master,verbeamtet,31430,keiner,Tarif B
maennlich,verheiratet,46,0,Lehre,selbständig,70300,Einfamilienhaus,Tarif A
maennlich,geschieden,67,0,Hauptschule,im Ruhestand,28300,keiner,Tarif C
maennlich,geschieden,55,0,Bachelor,kein,9100,keiner,Tarif B
maennlich,ledig,43,0,Master,angestellt,82915,Mehrfamilienhaus,Tarif A
weiblich,verheiratet,66,0,Master,selbständig,91800,keiner,Tarif A
weiblich,verwitwet,35,4,Hauptschule,angestellt,54550,Einfamilienhaus,Tarif A
weiblich,verheiratet,33,0,Lehre,arbeitend,30570,Eigentumswohnung,Tarif B
maennlich,ledig,16,0,Keine,kein,0,keiner,ablehnen
weiblich,geschieden,48,1,Lehre,kein,8800,keiner,Tarif B
weiblich,verwitwet,40,2,Realschule,angestellt,74400,Einfamilienhaus,Tarif B
weiblich,verheiratet,23,1,Keine,kein,8900,keiner,Tarif B
weiblich,geschieden,65,1,Bachelor,kein,8900,keiner,Tarif C
weiblich,verheiratet,56,0,Bachelor,angestellt,60100,Eigentumswohnung,Tarif B
weiblich,verheiratet,53,0,Lehre,kein,9500,keiner,Tarif B
weiblich,geschieden,41,0,Bachelor,verbeamtet,90235,Eigentumswohnung,Tarif B
maennlich,ledig,21,0,Abitur,kein,9200,keiner,Tarif C
maennlich,verheiratet,51,0,Bachelor,angestellt,52425,Einfamilienhaus,Tarif A
weiblich,verheiratet,49,0,Bachelor,selbständig,43700,Eigentumswohnung,Tarif B
maennlich,geschieden,41,1,Bachelor,angestellt,69750,Einfamilienhaus,Tarif B
maennlich,verheiratet,56,0,Master,angestellt,97320,keiner,Tarif A
maennlich,geschieden,37,0,Bachelor,angestellt,42665,Mehrfamilienhaus,Tarif B
maennlich,verheiratet,26,1,Master,selbständig,97100,Eigentumswohnung,Tarif A
maennlich,verheiratet,57,0,Master,im Ruhestand,28200,keiner,Tarif B
weiblich,geschieden,26,0,Lehre,kein,9000,keiner,Tarif C
maennlich,verheiratet,28,2,Lehre,selbständig,61800,Eigentumswohnung,Tarif A
maennlich,verheiratet,45,0,Lehre,selbständig,40500,keiner,Tarif A
maennlich,ledig,26,0,Master,angestellt,64670,keiner,Tarif B
weiblich,verheiratet,60,1,Bachelor,angestellt,101200,Mehrfamilienhaus,Tarif A
weiblich,verheiratet,47,0,Abitur,arbeitend,30095,keiner,Tarif B
weiblich,verheiratet,43,0,Bachelor,angestellt,86860,Einfamilienhaus,Tarif A
maennlich,verheiratet,69,0,Lehre,arbeitend,34055,keiner,Tarif B
maennlich,verheiratet,69,1,Bachelor,im Ruhestand,29100,keiner,Tarif B
weiblich,ledig,12,0,Keine,kein,0,keiner,ablehnen
maennlich,verwitwet,35,0,Bachelor,angestellt,61100,keiner,Tarif B
maennlich,verwitwet,44,2,Bachelor,selbständig,29700,keiner,Tarif A
maennlich,verheiratet,34,2,Master,verbeamtet,69170,Einfamilienhaus,Tarif A
maennlich,ledig,26,0,Bachelor,selbständig,58300,Einfamilienhaus,Tarif B
maennlich,ledig,6,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,24,1,Abitur,kein,9300,keiner,Tarif B
maennlich,verwitwet,47,2,Bachelor,verbeamtet,46850,Mehrfamilienhaus,Tarif A
weiblich,ledig,21,0,Realschule,kein,8500,keiner,Tarif C
maennlich,ledig,79,0,Master,arbeitend,33610,keiner,Tarif B
maennlich,verheiratet,27,1,Bachelor,angestellt,86915,Eigentumswohnung,Tarif A
weiblich,ledig,41,1,Abitur,arbeitend,28080,keiner,Tarif B
maennlich,verheiratet,64,1,Master,angestellt,94800,Mehrfamilienhaus,Tarif A
maennlich,geschieden,61,1,Lehre,selbständig,38100,Eigentumswohnung,Tarif B
weiblich,verheiratet,33,2,Realschule,kein,8600,keiner,Tarif A
weiblich,ledig,6,1,Keine,kein,0,keiner,ablehnen
weiblich,verwitwet,72,1,Lehre,im Ruhestand,45200,Einfamilienhaus,Tarif C
weiblich,verwitwet,45,0,Bachelor,selbständig,105800,Einfamilienhaus,Tarif B
maennlich,verheiratet,60,0,Lehre,kein,8800,keiner,Tarif B
maennlich,verheiratet,33,2,Promotion,angestellt,57265,keiner,Tarif A
weiblich,ledig,12,1,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,38,0,Bachelor,angestellt,66620,Eigentumswohnung,Tarif B
weiblich,geschieden,38,0,Lehre,verbeamtet,72070,keiner,Tarif B
maennlich,geschieden,36,3,Bachelor,angestellt,70860,Eigentumswohnung,Tarif A
maennlich,verheiratet,58,0,Bachelor,angestellt,101390,Eigentumswohnung,Tarif A
weiblich,verheiratet,20,1,Bachelor,verbeamtet,81800,keiner,Tarif A
maennlich,geschieden,50,0,Bachelor,arbeitend,33150,keiner,Tarif B
weiblich,verheiratet,25,1,Keine,angestellt,107500,Villa,Tarif A
maennlich,geschieden,40,0,Bachelor,verbeamtet,84700,Einfamilienhaus,Tarif A
weiblich,ledig,23,0,Realschule,arbeitend,28970,Eigentumswohnung,Tarif C
maennlich,geschieden,46,1,Lehre,selbständig,16500,keiner,Tarif B
maennlich,ledig,13,0,Keine,kein,0,keiner,ablehnen
maennlich,geschieden,37,4,Lehre,kein,9600,keiner,Tarif A
maennlich,verheiratet,26,0,Master,angestellt,65900,keiner,Tarif A
maennlich,geschieden,40,0,Promotion,selbständig,75200,Mehrfamilienhaus,Tarif A
maennlich,ledig,63,0,Lehre,kein,9300,keiner,Tarif C
weiblich,verheiratet,32,1,Lehre,arbeitend,25900,Eigentumswohnung,Tarif A
weiblich,geschieden,45,0,Bachelor,angestellt,55050,Mehrfamilienhaus,Tarif B
weiblich,ledig,11,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,38,3,Hauptschule,kein,9400,keiner,Tarif A
maennlich,ledig,9,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,15,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,5,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,12,0,Keine,kein,0,keiner,ablehnen
maennlich,verwitwet,79,0,Bachelor,selbständig,55400,keiner,Tarif B
weiblich,geschieden,38,3,Lehre,kein,8900,keiner,Tarif B
weiblich,verheiratet,30,0,Master,angestellt,76500,Eigentumswohnung,Tarif A
weiblich,verheiratet,42,0,Bachelor,arbeitend,30780,Eigentumswohnung,Tarif B
maennlich,ledig,18,0,Keine,kein,0,keiner,Tarif C
maennlich,verheiratet,56,0,Bachelor,angestellt,70340,Mehrfamilienhaus,Tarif A
maennlich,geschieden,47,0,Hauptschule,angestellt,98220,Einfamilienhaus,Tarif A
maennlich,geschieden,50,0,Bachelor,kein,8900,keiner,Tarif B
maennlich,verheiratet,32,2,Bachelor,angestellt,99840,Einfamilienhaus,Tarif A
weiblich,verheiratet,68,0,Realschule,verbeamtet,62400,keiner,Tarif B
weiblich,verheiratet,66,1,Lehre,arbeitend,26790,keiner,Tarif B
weiblich,ledig,25,0,Master,selbständig,70400,Eigentumswohnung,Tarif B
maennlich,geschieden,30,0,Bachelor,angestellt,87900,Einfamilienhaus,Tarif A
maennlich,ledig,45,0,Bachelor,angestellt,54025,Eigentumswohnung,Tarif B
maennlich,verheiratet,29,1,Bachelor,kein,8800,keiner,Tarif A
weiblich,ledig,59,0,Master,angestellt,84710,keiner,Tarif B
maennlich,verwitwet,50,0,Hauptschule,arbeitend,27850,Eigentumswohnung,Tarif B
weiblich,ledig,35,1,Lehre,arbeitend,26050,keiner,Tarif B
weiblich,ledig,14,0,Keine,kein,0,keiner,ablehnen
weiblich,verwitwet,40,0,Lehre,kein,9800,keiner,Tarif C
maennlich,verheiratet,67,1,Master,selbständig,74400,Eigentumswohnung,Tarif A
maennlich,verheiratet,26,0,Master,angestellt,62110,keiner,Tarif A
weiblich,geschieden,37,0,Bachelor,angestellt,87010,Eigentumswohnung,Tarif B
weiblich,verheiratet,30,3,Realschule,verbeamtet,73600,keiner,Tarif A
maennlich,verheiratet,80,0,Bachelor,im Ruhestand,27200,keiner,Tarif B
weiblich,verwitwet,60,1,Master,angestellt,127200,Einfamilienhaus,Tarif A
maennlich,ledig,74,0,Lehre,im Ruhestand,37600,keiner,Tarif C
maennlich,verheiratet,68,0,Hauptschule,selbständig,28700,keiner,Tarif B
weiblich,verheiratet,23,2,Lehre,selbständig,82600,keiner,Tarif A
weiblich,verheiratet,41,3,Abitur,kein,8700,keiner,Tarif A
maennlich,verheiratet,46,3,Lehre,selbständig,60700,keiner,Tarif A
maennlich,geschieden,39,0,Bachelor,angestellt,100220,Mehrfamilienhaus,Tarif A
maennlich,ledig,27,0,Bachelor,angestellt,83810,Einfamilienhaus,Tarif A
maennlich,ledig,79,0,Bachelor,im Ruhestand,29500,keiner,Tarif C
weiblich,verheiratet,22,1,Abitur,kein,9400,keiner,Tarif B
weiblich,verheiratet,40,1,Abitur,kein,9400,keiner,Tarif B
maennlich,geschieden,59,1,Master,im Ruhestand,45500,keiner,Tarif B
weiblich,geschieden,53,0,Abitur,kein,8800,keiner,Tarif C
maennlich,verheiratet,55,0,Bachelor,verbeamtet,99125,Einfamilienhaus,Tarif A
weiblich,verheiratet,25,1,Keine,arbeitend,29850,keiner,Tarif A
maennlich,verheiratet,44,0,Bachelor,angestellt,60040,Mehrfamilienhaus,Tarif A
weiblich,verheiratet,42,2,Lehre,arbeitend,29060,keiner,Tarif A
weiblich,verheiratet,33,2,Bachelor,angestellt,62125,keiner,Tarif A
weiblich,verwitwet,31,2,Abitur,arbeitend,30645,Eigentumswohnung,Tarif B
maennlich,verheiratet,26,0,Master,angestellt,57990,Eigentumswohnung,Tarif A
maennlich,verheiratet,35,3,Bachelor,verbeamtet,86250,Eigentumswohnung,Tarif A
maennlich,ledig,10,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,54,0,Master,angestellt,39180,keiner,Tarif B
maennlich,verheiratet,45,2,Bachelor,verbeamtet,102100,Eigentumswohnung,Tarif A
maennlich,verwitwet,37,3,Lehre,kein,9800,keiner,Tarif A
weiblich,verheiratet,30,2,Lehre,arbeitend,26150,Einfamilienhaus,Tarif A
maennlich,geschieden,53,0,Master,angestellt,74215,keiner,Tarif B
weiblich,verheiratet,53,0,Abitur,selbständig,64200,keiner,Tarif B
maennlich,verheiratet,61,1,Bachelor,verbeamtet,82585,keiner,Tarif A
weiblich,geschieden,33,0,Master,angestellt,93745,Einfamilienhaus,Tarif B
weiblich,geschieden,51,1,Lehre,arbeitend,30035,Eigentumswohnung,Tarif B
weiblich,ledig,14,0,Keine,kein,0,Einfamilienhaus,ablehnen
maennlich,verwitwet,53,1,Lehre,angestellt,100680,Einfamilienhaus,Tarif A
weiblich,verheiratet,21,1,Abitur,kein,8600,keiner,Tarif B
maennlich,ledig,5,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,9,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,28,2,Lehre,selbständig,64900,Eigentumswohnung,Tarif A
maennlich,ledig,37,0,Master,angestellt,89280,keiner,Tarif A
maennlich,verwitwet,37,4,Bachelor,angestellt,93335,Mehrfamilienhaus,Tarif A
maennlich,verheiratet,30,0,Abitur,arbeitend,23750,keiner,Tarif A
weiblich,verheiratet,60,0,Lehre,kein,9600,keiner,Tarif B
weiblich,verheiratet,30,1,Abitur,angestellt,84700,keiner,Tarif A
weiblich,geschieden,89,0,Abitur,im Ruhestand,28000,Eigentumswohnung,Tarif D
maennlich,geschieden,41,1,Lehre,angestellt,98570,Villa,Tarif A
maennlich,verheiratet,50,1,Bachelor,angestellt,74900,keiner,Tarif A
maennlich,verheiratet,46,0,Lehre,kein,9100,keiner,Tarif B
maennlich,ledig,28,0,Master,verbeamtet,77940,Eigentumswohnung,Tarif A
maennlich,ledig,54,0,Lehre,angestellt,45130,keiner,Tarif B
maennlich,verheiratet,66,0,Lehre,selbständig,93000,Eigentumswohnung,Tarif A
weiblich,verheiratet,28,2,Abitur,angestellt,84240,Eigentumswohnung,Tarif A
weiblich,verheiratet,48,0,Bachelor,angestellt,76260,Eigentumswohnung,Tarif A
maennlich,verheiratet,43,2,Bachelor,selbständig,75700,Einfamilienhaus,Tarif A
maennlich,verheiratet,65,0,Bachelor,arbeitend,26525,keiner,Tarif B
weiblich,verheiratet,22,2,Bachelor,arbeitend,25950,keiner,Tarif A
weiblich,geschieden,47,0,Lehre,arbeitend,26390,keiner,Tarif B
weiblich,geschieden,31,0,Lehre,kein,9300,keiner,Tarif C
weiblich,ledig,59,0,Bachelor,verbeamtet,87495,Einfamilienhaus,Tarif B
weiblich,verheiratet,44,0,Bachelor,selbständig,108500,Einfamilienhaus,Tarif A
weiblich,verheiratet,25,0,Lehre,angestellt,96325,Einfamilienhaus,Tarif A
weiblich,verheiratet,66,0,Bachelor,im Ruhestand,25000,Eigentumswohnung,Tarif C
weiblich,ledig,26,0,Hauptschule,selbständig,72900,keiner,Tarif B
maennlich,verheiratet,75,0,Lehre,arbeitend,36600,keiner,Tarif B
weiblich,verheiratet,56,0,Master,im Ruhestand,32700,keiner,Tarif B
maennlich,geschieden,47,2,Lehre,verbeamtet,24455,keiner,Tarif A
maennlich,verwitwet,52,0,Master,verbeamtet,75780,keiner,Tarif A
maennlich,geschieden,57,0,Hauptschule,selbständig,43600,Eigentumswohnung,Tarif B
weiblich,verheiratet,36,3,Realschule,angestellt,86000,Eigentumswohnung,Tarif A
weiblich,verheiratet,56,0,Bachelor,verbeamtet,68180,Eigentumswohnung,Tarif B
maennlich,ledig,23,1,Keine,arbeitend,26840,keiner,Tarif B
maennlich,geschieden,54,0,Lehre,arbeitend,30890,keiner,Tarif B
weiblich,ledig,29,0,Bachelor,kein,9600,keiner,Tarif C
maennlich,geschieden,35,0,Lehre,arbeitend,24375,keiner,Tarif B
weiblich,ledig,13,0,Keine,kein,0,keiner,ablehnen
weiblich,geschieden,30,3,Abitur,arbeitend,23750,keiner,Tarif A
maennlich,geschieden,55,0,Bachelor,selbständig,63800,keiner,Tarif B
maennlich,verheiratet,36,0,Abitur,angestellt,79300,Eigentumswohnung,Tarif A
maennlich,geschieden,40,1,Keine,angestellt,57600,keiner,Tarif B
weiblich,verheiratet,24,0,Abitur,kein,8500,keiner,Tarif B
weiblich,geschieden,49,1,Bachelor,angestellt,113680,Einfamilienhaus,Tarif A
weiblich,ledig,14,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,20,0,Bachelor,angestellt,111600,keiner,Tarif B
maennlich,ledig,22,1,Realschule,kein,9000,keiner,Tarif B
weiblich,verheiratet,59,0,Bachelor,selbständig,92400,Eigentumswohnung,Tarif A
maennlich,ledig,42,0,Lehre,verbeamtet,77760,keiner,Tarif A
maennlich,geschieden,46,0,Bachelor,angestellt,81670,keiner,Tarif A
weiblich,verheiratet,33,1,Keine,arbeitend,27175,Einfamilienhaus,Tarif A
weiblich,verheiratet,31,2,Master,arbeitend,30845,keiner,Tarif A
maennlich,ledig,20,0,Abitur,kein,8700,keiner,Tarif C
weiblich,geschieden,43,1,Realschule,arbeitend,21765,keiner,Tarif B
maennlich,ledig,60,0,Bachelor,angestellt,63700,Einfamilienhaus,Tarif B
weiblich,verwitwet,72,0,Lehre,im Ruhestand,28300,Eigentumswohnung,Tarif D
maennlich,ledig,28,0,Master,verbeamtet,90140,Einfamilienhaus,Tarif A
weiblich,ledig,11,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,36,2,Abitur,arbeitend,31900,Eigentumswohnung,Tarif A
weiblich,geschieden,65,0,Bachelor,arbeitend,30600,keiner,Tarif C
maennlich,verheiratet,81,1,Master,im Ruhestand,20400,keiner,Tarif B
maennlich,geschieden,34,0,Bachelor,angestellt,53730,keiner,Tarif B
maennlich,geschieden,32,0,Promotion,verbeamtet,72400,keiner,Tarif B
weiblich,geschieden,32,2,Lehre,kein,8200,keiner,Tarif B
maennlich,geschieden,33,1,Bachelor,angestellt,89120,Mehrfamilienhaus,Tarif A
weiblich,geschieden,30,2,Abitur,verbeamtet,59700,keiner,Tarif B
weiblich,verheiratet,53,0,Bachelor,selbständig,99300,keiner,Tarif A
weiblich,verheiratet,37,0,Bachelor,selbständig,106200,Einfamilienhaus,Tarif A
weiblich,ledig,26,0,Bachelor,angestellt,66730,Einfamilienhaus,Tarif B
maennlich,verheiratet,21,0,Bachelor,verbeamtet,76100,Einfamilienhaus,Tarif A
weiblich,verwitwet,77,0,Lehre,selbständig,48200,Einfamilienhaus,Tarif C
weiblich,geschieden,33,0,Lehre,kein,8700,keiner,Tarif C
maennlich,verwitwet,36,2,Hauptschule,angestellt,123160,Villa,Tarif A
maennlich,ledig,11,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,18,0,Keine,kein,0,keiner,Tarif C
maennlich,geschieden,43,2,Bachelor,selbständig,62600,keiner,Tarif A
maennlich,geschieden,55,0,Lehre,arbeitend,29900,keiner,Tarif B
maennlich,ledig,27,0,Lehre,kein,9100,keiner,Tarif B
maennlich,verheiratet,60,0,Bachelor,angestellt,90900,Einfamilienhaus,Tarif A
maennlich,verheiratet,40,2,Bachelor,angestellt,82000,keiner,Tarif A
weiblich,ledig,25,0,Abitur,kein,9700,keiner,Tarif C
weiblich,geschieden,38,2,Realschule,kein,9300,keiner,Tarif B
maennlich,geschieden,42,1,Master,angestellt,98440,Mehrfamilienhaus,Tarif A
maennlich,ledig,10,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,25,0,Lehre,arbeitend,24225,keiner,Tarif B
weiblich,geschieden,73,1,Bachelor,im Ruhestand,42400,Einfamilienhaus,Tarif C
maennlich,ledig,13,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,48,0,Bachelor,verbeamtet,80920,keiner,Tarif A
maennlich,verheiratet,58,1,Abitur,angestellt,73700,keiner,Tarif A
weiblich,ledig,9,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,17,0,Keine,kein,0,keiner,ablehnen
maennlich,verheiratet,26,2,Master,kein,9600,keiner,Tarif A
weiblich,ledig,10,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,18,0,Keine,arbeitend,0,keiner,Tarif C
weiblich,verheiratet,56,1,Lehre,angestellt,80980,Einfamilienhaus,Tarif A
maennlich,verheiratet,47,3,Bachelor,verbeamtet,84135,Mehrfamilienhaus,Tarif A
maennlich,ledig,19,0,Hauptschule,kein,8700,keiner,Tarif C
maennlich,verheiratet,31,3,Bachelor,angestellt,81510,keiner,Tarif A
weiblich,verheiratet,64,0,Bachelor,selbständig,40700,Eigentumswohnung,Tarif B
weiblich,ledig,27,0,Realschule,verbeamtet,79070,keiner,Tarif B
weiblich,verheiratet,30,4,Realschule,kein,8600,keiner,Tarif A
weiblich,verwitwet,79,0,Abitur,arbeitend,34210,keiner,Tarif C
weiblich,verheiratet,51,0,Master,angestellt,70595,Eigentumswohnung,Tarif B
weiblich,verheiratet,23,2,Lehre,kein,8800,keiner,Tarif B
maennlich,verheiratet,57,0,Promotion,angestellt,82145,keiner,Tarif A
weiblich,ledig,24,0,Abitur,arbeitend,29960,keiner,Tarif C
maennlich,ledig,25,0,Abitur,kein,8900,keiner,Tarif B
maennlich,verheiratet,22,0,Bachelor,arbeitend,25750,keiner,Tarif B
maennlich,verheiratet,26,0,Bachelor,selbständig,67200,Eigentumswohnung,Tarif A
maennlich,verwitwet,72,1,Lehre,im Ruhestand,26200,keiner,Tarif C
maennlich,ledig,3,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,30,0,Master,angestellt,54050,keiner,Tarif B
maennlich,verwitwet,38,0,Lehre,arbeitend,30720,keiner,Tarif B
maennlich,verheiratet,60,0,Lehre,selbständig,94300,keiner,Tarif A
maennlich,geschieden,33,2,Bachelor,arbeitend,25410,keiner,Tarif A
maennlich,ledig,10,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,34,3,Lehre,kein,9000,keiner,Tarif A
weiblich,verheiratet,35,0,Lehre,selbständig,91700,keiner,Tarif A
maennlich,ledig,16,0,Hauptschule,kein,0,keiner,ablehnen
weiblich,geschieden,24,2,Promotion,angestellt,94740,keiner,Tarif A
weiblich,verheiratet,31,0,Promotion,verbeamtet,72170,keiner,Tarif B
weiblich,verwitwet,34,4,Lehre,kein,9700,keiner,Tarif A
weiblich,ledig,27,1,Bachelor,angestellt,67385,Eigentumswohnung,Tarif B
maennlich,ledig,68,0,Hauptschule,im Ruhestand,25700,keiner,Tarif C
maennlich,verheiratet,60,0,Lehre,kein,8700,keiner,Tarif B
maennlich,geschieden,67,0,Bachelor,im Ruhestand,46700,keiner,Tarif C
weiblich,geschieden,49,0,Bachelor,angestellt,65770,Eigentumswohnung,Tarif B
maennlich,ledig,32,0,Promotion,angestellt,82080,Mehrfamilienhaus,Tarif A
weiblich,ledig,29,1,Lehre,angestellt,92185,Villa,Tarif A
weiblich,verheiratet,54,0,Bachelor,selbständig,75700,keiner,Tarif A
weiblich,ledig,19,0,Keine,kein,8700,keiner,Tarif C
maennlich,ledig,56,0,Bachelor,selbständig,94100,keiner,Tarif A
maennlich,ledig,11,1,Keine,kein,0,keiner,ablehnen
maennlich,ledig,35,0,Bachelor,angestellt,67850,keiner,Tarif B
maennlich,geschieden,43,0,Bachelor,selbständig,76300,Eigentumswohnung,Tarif A
weiblich,verwitwet,30,0,Master,angestellt,68000,keiner,Tarif B
weiblich,verwitwet,91,0,Lehre,im Ruhestand,26000,keiner,Tarif D
