Geschlecht;Familienstand;Alter;Kinder;Bildungsstand;Beruf;Jahresgehalt;Immobilienbesitz;Versicherungstarif
maennlich;verheiratet;30;1;Bachelor;verbeamtet;52700;keiner;Tarif A
maennlich;verheiratet;60;1;Bachelor;selbständig;92900;Einfamilienhaus;Tarif A
maennlich;geschieden;50;0;Realschule;selbständig;54000;Einfamilienhaus;Tarif B
maennlich;verheiratet;48;0;Bachelor;selbständig;88800;keiner;Tarif A
weiblich;ledig;30;0;Abitur;selbständig;85500;Eigentumswohnung;Tarif B
maennlich;ledig;5;0;Keine;kein;0;keiner;ablehnen
maennlich;geschieden;40;0;Bachelor;verbeamtet;84700;Einfamilienhaus;Tarif A
maennlich;ledig;28;0;Abitur;arbeitend;31400;keiner;Tarif B
maennlich;verwitwet;40;3;Lehre;angestellt;90300;keiner;Tarif A
maennlich;verwitwet;46;0;Lehre;arbeitend;30110;keiner;Tarif B
maennlich;geschieden;41;2;Lehre;kein;9800;Einfamilienhaus;Tarif B
maennlich;ledig;29;1;Bachelor;selbständig;75700;Einfamilienhaus;Tarif A
weiblich;verheiratet;34;2;Lehre;angestellt;60780;keiner;Tarif A
maennlich;geschieden;35;2;Lehre;verbeamtet;70575;keiner;Tarif A
maennlich;verheiratet;26;0;Realschule;arbeitend;30240;keiner;Tarif A
maennlich;ledig;38;1;Lehre;verbeamtet;74550;keiner;Tarif B
weiblich;verheiratet;30;2;Lehre;arbeitend;26150;Einfamilienhaus;Tarif A
maennlich;geschieden;57;1;Lehre;arbeitend;31730;keiner;Tarif B
weiblich;ledig;44;0;Realschule;kein;8300;keiner;Tarif C
weiblich;ledig;24;1;Hauptschule;kein;8500;keiner;Tarif C
maennlich;verheiratet;26;0;Lehre;selbständig;39600;Einfamilienhaus;Tarif A
weiblich;geschieden;38;2;Realschule;kein;9300;keiner;Tarif B
weiblich;ledig;11;0;Keine;kein;0;keiner;ablehnen
weiblich;ledig;11;0;Keine;kein;0;keiner;ablehnen
weiblich;geschieden;49;1;Bachelor;angestellt;113680;Einfamilienhaus;Tarif A
weiblich;verheiratet;34;0;Promotion;angestellt;89330;Einfamilienhaus;Tarif A
weiblich;verheiratet;64;0;Lehre;kein;9400;keiner;Tarif B
weiblich;verheiratet;68;1;Bachelor;im Ruhestand;24900;keiner;Tarif B
maennlich;verheiratet;60;0;Lehre;kein;8800;keiner;Tarif B
weiblich;verheiratet;47;0;Lehre;arbeitend;29395;Einfamilienhaus;Tarif B
maennlich;ledig;58;0;Bachelor;angestellt;52260;Eigentumswohnung;Tarif B
maennlich;verheiratet;69;0;Lehre;arbeitend;34055;keiner;Tarif B
maennlich;verheiratet;61;1;Bachelor;verbeamtet;82585;keiner;Tarif A
weiblich;verheiratet;54;0;Bachelor;angestellt;61870;Einfamilienhaus;Tarif B
maennlich;verheiratet;27;0;Master;angestellt;110215;Einfamilienhaus;Tarif A
maennlich;verheiratet;80;0;Bachelor;im Ruhestand;27200;keiner;Tarif B
maennlich;geschieden;69;0;Realschule;im Ruhestand;37600;Eigentumswohnung;Tarif C
maennlich;ledig;27;0;Bachelor;angestellt;83810;Einfamilienhaus;Tarif A
maennlich;verwitwet;31;0;Bachelor;angestellt;70415;keiner;Tarif B
weiblich;ledig;10;0;Keine;kein;0;Einfamilienhaus;ablehnen
weiblich;geschieden;49;0;Lehre;selbständig;31800;keiner;Tarif B
weiblich;ledig;17;0;Hauptschule;kein;0;keiner;ablehnen
weiblich;verheiratet;64;0;Bachelor;selbständig;40700;Eigentumswohnung;Tarif B
maennlich;ledig;15;0;Keine;kein;0;keiner;ablehnen
weiblich;verheiratet;61;1;Bachelor;angestellt;106175;Villa;Tarif A
maennlich;verheiratet;22;0;Bachelor;arbeitend;25750;keiner;Tarif B
weiblich;ledig;37;0;Master;verbeamtet;76445;keiner;Tarif B
weiblich;ledig;55;0;Bachelor;angestellt;88850;keiner;Tarif B
weiblich;verheiratet;42;2;Lehre;arbeitend;29060;keiner;Tarif A
weiblich;verheiratet;32;0;Lehre;angestellt;118440;Einfamilienhaus;Tarif A
maennlich;ledig;17;0;Keine;kein;0;keiner;ablehnen
weiblich;ledig;54;0;Master;angestellt;70730;Eigentumswohnung;Tarif B
maennlich;verheiratet;51;0;Lehre;verbeamtet;83645;Einfamilienhaus;Tarif A
weiblich;verwitwet;81;1;Hauptschule;selbständig;63300;Eigentumswohnung;Tarif B
weiblich;verheiratet;28;1;Lehre;arbeitend;30960;keiner;Tarif A
weiblich;geschieden;49;0;Bachelor;angestellt;65770;Eigentumswohnung;Tarif B
maennlich;verheiratet;69;0;Bachelor;im Ruhestand;24700;keiner;Tarif B
maennlich;ledig;17;0;Hauptschule;kein;0;keiner;ablehnen
maennlich;verheiratet;45;2;Lehre;arbeitend;26750;keiner;Tarif A
maennlich;geschieden;74;0;Lehre;im Ruhestand;26500;keiner;Tarif C
maennlich;verheiratet;65;0;Bachelor;arbeitend;26525;keiner;Tarif B
weiblich;verheiratet;36;3;Realschule;angestellt;86000;Eigentumswohnung;Tarif A
maennlich;ledig;9;0;Keine;kein;0;keiner;ablehnen
maennlich;ledig;18;0;Keine;kein;0;keiner;Tarif C
weiblich;verheiratet;68;0;Master;im Ruhestand;23700;keiner;Tarif C
weiblich;geschieden;46;1;Lehre;kein;9500;keiner;Tarif B
weiblich;verheiratet;66;0;Bachelor;im Ruhestand;25000;Eigentumswohnung;Tarif C
maennlich;geschieden;24;3;Bachelor;angestellt;81400;Mehrfamilienhaus;Tarif A
weiblich;verheiratet;37;3;Lehre;kein;8900;keiner;Tarif A
weiblich;verwitwet;38;3;Bachelor;verbeamtet;46290;keiner;Tarif A
weiblich;verheiratet;27;0;Bachelor;verbeamtet;66785;keiner;Tarif B
weiblich;ledig;41;0;Master;selbständig;101500;Einfamilienhaus;Tarif B
weiblich;verheiratet;52;0;Bachelor;angestellt;84100;Einfamilienhaus;Tarif A
maennlich;verheiratet;26;1;Master;selbständig;97100;Eigentumswohnung;Tarif A
maennlich;geschieden;61;0;Promotion;angestellt;71440;keiner;Tarif B
maennlich;verheiratet;30;0;Abitur;arbeitend;23750;keiner;Tarif A
maennlich;ledig;29;1;Promotion;angestellt;94475;Einfamilienhaus;Tarif A
maennlich;geschieden;55;0;Bachelor;selbständig;63800;keiner;Tarif B
weiblich;geschieden;52;0;Hauptschule;arbeitend;31020;keiner;Tarif B
weiblich;verheiratet;62;0;Master;angestellt;52530;keiner;Tarif B
weiblich;ledig;18;0;Hauptschule;kein;0;Einfamilienhaus;Tarif C
maennlich;ledig;37;0;Abitur;arbeitend;28445;keiner;Tarif B
weiblich;geschieden;37;2;Realschule;selbständig;75100;keiner;Tarif A
weiblich;ledig;23;0;Lehre;kein;8800;keiner;Tarif C
weiblich;verwitwet;31;2;Abitur;arbeitend;30645;Eigentumswohnung;Tarif B
weiblich;geschieden;58;0;Lehre;kein;9900;keiner;Tarif C
weiblich;ledig;11;0;Keine;kein;0;keiner;ablehnen
weiblich;verheiratet;48;1;Lehre;kein;9600;keiner;Tarif B
maennlich;ledig;28;0;Master;verbeamtet;77940;Eigentumswohnung;Tarif A
weiblich;verheiratet;55;1;Lehre;kein;9800;keiner;Tarif B
maennlich;ledig;5;0;Keine;kein;0;keiner;ablehnen
maennlich;ledig;30;0;Bachelor;verbeamtet;83750;Einfamilienhaus;Tarif A
weiblich;verheiratet;68;0;Master;im Ruhestand;25500;keiner;Tarif C
weiblich;ledig;10;0;Keine;kein;0;keiner;ablehnen
weiblich;geschieden;38;3;Realschule;angestellt;69390;keiner;Tarif A
maennlich;verheiratet;50;0;Lehre;arbeitend;33050;keiner;Tarif A
weiblich;verheiratet;47;0;Abitur;arbeitend;30095;keiner;Tarif B
weiblich;ledig;33;0;Abitur;kein;9100;keiner;Tarif C
weiblich;ledig;28;0;Lehre;arbeitend;25600;keiner;Tarif B
maennlich;ledig;99;0;Hauptschule;selbständig;26900;keiner;Tarif B
weiblich;verheiratet;45;1;Bachelor;arbeitend;31050;Einfamilienhaus;Tarif A
maennlich;ledig;40;0;Master;angestellt;54700;Einfamilienhaus;Tarif B
weiblich;ledig;59;0;Bachelor;kein;9600;keiner;Tarif C
weiblich;ledig;25;0;Bachelor;angestellt;84075;keiner;Tarif B
maennlich;ledig;79;0;Bachelor;im Ruhestand;29500;keiner;Tarif C
maennlich;ledig;43;0;Master;angestellt;82915;Mehrfamilienhaus;Tarif A
maennlich;verheiratet;36;0;Abitur;angestellt;79300;Eigentumswohnung;Tarif A
maennlich;verheiratet;26;0;Master;angestellt;65900;keiner;Tarif A
weiblich;verheiratet;53;0;Bachelor;angestellt;68955;keiner;Tarif B
maennlich;ledig;14;0;Keine;kein;0;keiner;ablehnen
maennlich;verheiratet;29;3;Bachelor;angestellt;70385;Eigentumswohnung;Tarif A
weiblich;verwitwet;72;0;Lehre;im Ruhestand;28300;Eigentumswohnung;Tarif D
weiblich;ledig;59;0;Lehre;selbständig;60500;keiner;Tarif B
maennlich;verwitwet;33;4;Bachelor;angestellt;85690;Einfamilienhaus;Tarif A
weiblich;verheiratet;41;2;Hauptschule;angestellt;81900;Mehrfamilienhaus;Tarif A
weiblich;ledig;21;0;Realschule;kein;8500;keiner;Tarif C
weiblich;ledig;10;0;Keine;kein;0;keiner;ablehnen
maennlich;verheiratet;33;0;Lehre;angestellt;58995;Eigentumswohnung;Tarif A
maennlich;ledig;14;0;Keine;kein;0;keiner;ablehnen
maennlich;verheiratet;58;1;Lehre;angestellt;92950;keiner;Tarif A
maennlich;geschieden;42;0;Master;selbständig;94100;Eigentumswohnung;Tarif A
weiblich;verheiratet;46;1;Lehre;selbständig;74200;keiner;Tarif A
maennlich;ledig;42;0;Lehre;kein;9300;keiner;Tarif B
maennlich;ledig;27;0;Master;arbeitend;27360;Eigentumswohnung;Tarif B
maennlich;ledig;60;0;Bachelor;angestellt;33300;keiner;Tarif B
weiblich;verwitwet;56;0;Realschule;kein;8800;keiner;Tarif C
maennlich;verwitwet;36;2;Master;angestellt;58660;Eigentumswohnung;Tarif A
maennlich;geschieden;40;0;Promotion;selbständig;75200;Mehrfamilienhaus;Tarif A
maennlich;verheiratet;44;0;Master;angestellt;79460;keiner;Tarif A
maennlich;geschieden;50;0;Bachelor;arbeitend;33150;keiner;Tarif B
weiblich;ledig;53;0;Bachelor;angestellt;78375;Mehrfamilienhaus;Tarif B
weiblich;verheiratet;22;3;Bachelor;verbeamtet;49560;keiner;Tarif A
weiblich;verheiratet;25;0;Lehre;angestellt;96325;Einfamilienhaus;Tarif A
weiblich;verheiratet;46;0;Bachelor;kein;8700;keiner;Tarif B
weiblich;ledig;19;0;Keine;kein;9400;keiner;Tarif C
weiblich;ledig;6;1;Keine;kein;0;keiner;ablehnen
weiblich;verheiratet;29;2;Lehre;selbständig;92900;Einfamilienhaus;Tarif A
maennlich;verheiratet;24;0;Bachelor;selbständig;107900;Einfamilienhaus;Tarif A
weiblich;verheiratet;72;0;Lehre;selbständig;106200;keiner;Tarif A
weiblich;verheiratet;22;0;Abitur;kein;9300;keiner;Tarif B
maennlich;verheiratet;30;0;Bachelor;angestellt;73500;Eigentumswohnung;Tarif A
weiblich;ledig;25;0;Lehre;arbeitend;24225;keiner;Tarif B
weiblich;verheiratet;56;1;Bachelor;angestellt;98900;Eigentumswohnung;Tarif A
weiblich;verheiratet;58;0;Bachelor;angestellt;115280;Einfamilienhaus;Tarif A
maennlich;verheiratet;68;0;Lehre;im Ruhestand;26300;keiner;Tarif B
maennlich;ledig;13;0;Keine;kein;0;keiner;ablehnen
